CDCN,Campus Name,CDN,Charter,Site Street Address,Site City,Site Zip5,Address,Enrollment,Grade,Latitude,Longitude,Phone,Website,ObjectId,x,y
178807101,CORPUS CHRISTI MONTESSORI SCHOOL,178807,CORPUS CHRISTI MONTESSORI SCHOOL,822 AYERS ST,CORPUS CHRISTI,"78,404","822 AYERS ST, CORPUS CHRISTI, TX 78404",121,01 02 03 04 05 06 07 08,27.78,-97.40,(361) 852-0707,www.cc-montessori.com,83,-10842349.364618076,3220659.592555254
014803003,COVE CHARTER ACADEMY,014803,PRIORITY CHARTER SCHOOLS,2205 FM 3046,COPPERAS COVE,"76,522","2205 FM 3046, COPPERAS COVE, TX 76522",246,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,31.10,-97.91,(254) 238-8231,prioritycharterschools.org,84,-10899198.49977451,3645686.799328401
184801001,CROSSTIMBERS ACADEMY,184801,CROSSTIMBERS ACADEMY,236 HARMONY RD,WEATHERFORD,"76,087","236 HARMONY RD, WEATHERFORD, TX 76087",149,05 06 07 08 09 10 11 12,32.70,-97.80,(817) 594-6220,ctacharter.com/,85,-10887138.65041926,3855003.1822548555
212801101,CUMBERLAND ACADEMY,212801,CUMBERLAND ACADEMY,1340 SHILOH RD,TYLER,"75,703","1340 SHILOH RD, TYLER, TX 75703",629,PK KG 01 02 03,32.30,-95.29,(903) 405-1318,www.cumberlandacademy.com,86,-10607276.768467186,3802136.5429298854
212801041,CUMBERLAND ACADEMY MIDDLE,212801,CUMBERLAND ACADEMY,1040 SHILOH RD,TYLER,"75,703","1040 SHILOH RD, TYLER, TX 75703",399,06 07 08,32.30,-95.29,(903) 405-1381,www.cumberlandacademy.com,87,-10607513.774342254,3802275.133141075
212801001,CUMBERLAND H S,212801,CUMBERLAND ACADEMY,7200 PALUXY DR,TYLER,"75,703","7200 PALUXY DR, TYLER, TX 75703",631,09 10 11 12,32.27,-95.28,(903) 630-7670,www.cumberlandacademy.com,88,-10606176.771598082,3798917.830303669
057814001,DALLAS COUNTY JUVENILE JUSTICE,057814,ACADEMY FOR ACADEMIC EXCELLENCE,2600 LONE STAR DR STE 5,DALLAS,"75,212","2600 LONE STAR DR STE 5, DALLAS, TX 75212",175,03 04 05 06 07 08 09 10 11 12,32.77,-96.87,(214) 698-4306,www.dallascounty.org/departments/juvenile/aae.php,89,-10783154.844676094,3864745.5973615604
092801001,DAN CHADWICK CAMPUS,092801,EAST TEXAS CHARTER SCHOOLS,2402 ALPINE RD,LONGVIEW,"75,601","2402 ALPINE RD, LONGVIEW, TX 75601",141,09 10 11 12,32.53,-94.70,(903) 753-9400,www.etchs.net,90,-10542287.1762471,3832551.328091107
071801003,DAVINCI SCHOOL FOR SCIENCE AND THE ARTS,071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,785 SOUTHWESTERN DR,EL PASO,"79,912","785 SOUTHWESTERN DR, EL PASO, TX 79912",753,06 07 08 09 10 11 12,31.86,-106.57,(915) 584-4024,www.burnhamwood.org,91,-11863725.218085047,3744742.8946539117
221801060,DENTON CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,4420 COUNTRY CLUB RD,DENTON,"76,210","4420 COUNTRY CLUB RD, DENTON, TX 76210",192,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,33.16,-97.14,(972) 316-3663,www.responsiveed.com,92,-10813789.734771471,3916341.0555636142
227806029,DEPELCHIN-RICHMOND,227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,704 S 7TH ST,RICHMOND,"77,469","704 S 7TH ST, RICHMOND, TX 77469",15,KG 01 02 03 04 05 06 07 08,29.58,-95.76,(512) 633-0795,www.utcharter.org,93,-10660223.746928785,3449444.4710413814
101838041,DISCOVERY MIDDLE,101838,SOUTHWEST SCHOOL,6400 WESTPARK DR STE 200,HOUSTON,"77,057","6400 WESTPARK DR STE 200, HOUSTON, TX 77057",238,06 07 08,29.72,-95.50,(713) 954-9528,www.swschools.org,94,-10630892.592860948,3468025.76469044
178801001,DR M L GARZA-GONZALEZ CHARTER SCHOOL,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,4129 GREENWOOD DR,CORPUS CHRISTI,"78,416","4129 GREENWOOD DR, CORPUS CHRISTI, TX 78416",166,PK KG 01 02 03 04 05 06 07 08,27.76,-97.43,(361) 881-9988,ggclr.com,95,-10846122.664549539,3218442.9325278355
003801042,DR TERRY ROBBINS MIDDLE,003801,PINEYWOODS COMMUNITY ACADEMY,602 S RAGUET,LUFKIN,"75,904","602 S RAGUET, LUFKIN, TX 75904",Less than 5,06 07 08,31.33,-94.73,(936) 634-5515,pcacharter.net,96,-10545561.55001319,3676031.663338497
101856101,DRAW ACADEMY,101856,DRAW ACADEMY,3920 STONEY BROOK DR,HOUSTON,"77,063","3920 STONEY BROOK DR, HOUSTON, TX 77063",692,PK KG 01 02 03 04 05 06 07 08,29.72,-95.51,(713) 706-3729,drawacademy.org,97,-10631680.257295152,3468132.221245484
057814002,DRC CAMPUS,057814,ACADEMY FOR ACADEMIC EXCELLENCE,1673 TERRE COLONY CT,DALLAS,"75,212","1673 TERRE COLONY CT, DALLAS, TX 75212",18,03 04 05 06 07 08 09 10 11 12,32.77,-96.87,(214) 637-6136,www.dallascounty.org/departments/juvenile/aae.php,98,-10783335.766678507,3864988.35657106
101806042,EARLY COLLEGE STEM ACADEMY,101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,2950 BROADWAY ST,HOUSTON,"77,017","2950 BROADWAY ST, HOUSTON, TX 77017",310,06 07 08,29.70,-95.28,(713) 640-3700,www.ryss.org,99,-10606356.608235458,3464788.430168593
101806001,EARLY COLLEGE T-STEM ACADEMY,101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,2950 BROADWAY ST,HOUSTON,"77,017","2950 BROADWAY ST, HOUSTON, TX 77017",310,09 10 11 12,29.70,-95.28,(713) 640-3700,www.ryss.org,100,-10606356.608235458,3464788.430168593
220811101,EAST FORT WORTH MONTESSORI ACADEMY,220811,EAST FORT WORTH MONTESSORI ACADEMY,501 OAKLAND BLVD,FORT WORTH,"76,103","501 OAKLAND BLVD, FORT WORTH, TX 76103",185,EE PK KG 01 02 03 04 05,32.77,-97.26,(817) 496-3003,www.efwma.org,101,-10826683.539657975,3864309.633085929
057841001,EAST GRAND PREPARATORY ACADEMY,057841,CITYSCAPE SCHOOLS,6211 E GRAND AVE,DALLAS,"75,223","6211 E GRAND AVE, DALLAS, TX 75223",943,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,32.80,-96.74,(214) 824-4747,www.cityscapeschools.org,102,-10769313.124269225,3868567.5804342665
221801070,EASTEX-JENSEN CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,6915 CURRY RD,HOUSTON,"77,093","6915 CURRY RD, HOUSTON, TX 77093",164,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.82,-95.34,(972) 316-3663,www.responsiveed.com,103,-10612936.994993314,3480760.1208479884
057833001,EDUCATION CENTER INTERNATIONAL ACADEMY 1,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,302 N TOWN E BLVD,SUNNYVALE,"75,182","302 N TOWN E BLVD, SUNNYVALE, TX 75182",185,PK KG 01 02 03 04 05 06,32.81,-96.60,(214) 628-9152,www.eciacharter.com,104,-10753465.228489567,3870629.3351545623
057833002,EDUCATION CENTER INTERNATIONAL ACADEMY 2,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,8200 SCHRADE RD,ROWLETT,"75,088","8200 SCHRADE RD, ROWLETT, TX 75088",192,PK KG 01 02 03 04 05 06 07 08,32.90,-96.52,(972) 412-8080,www.eciacharter.com,105,-10744815.289946424,3881905.0329386923
057833003,EDUCATION CENTER INTERNATIONAL ACADEMY 3,057833,EDUCATION CENTER INTERNATIONAL ACADEMY,201 N ERBY CAMPBELL BLVD,ROYSE CITY,"75,189","201 N ERBY CAMPBELL BLVD, ROYSE CITY, TX 75189",124,PK KG 01 02 03 04 05 06,32.97,-96.34,(972) 636-2600,www.eciacharter.com,106,-10724675.089373378,3891816.650304943
123805001,EHRHART SCHOOL,123805,EHRHART SCHOOL,3380 FANNIN ST,BEAUMONT,"77,701","3380 FANNIN ST, BEAUMONT, TX 77701",507,PK KG 01 02 03 04 05 06 07 08,30.07,-94.13,(409) 839-8200,www.eciacharter.com,107,-10477977.595834445,3512810.870886393
152806001,EL FOR EDUCATION INNOVATION,152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,1500 14TH ST,LUBBOCK,"79,401","1500 14TH ST, LUBBOCK, TX 79401",185,KG 01 02 03 04 05,33.58,-101.86,(806) 407-0878,condraschool.com,108,-11338953.96200868,3973142.1091621155
071804001,EL PASO ACADEMY,071804,EL PASO ACADEMY,11000 ARGAL CT,EL PASO,"79,935","11000 ARGAL CT, EL PASO, TX 79935",135,09 10 11 12,31.75,-106.33,(915) 590-8589,www.elpacademy.com,109,-11836458.109940484,3730792.5331048993
071804002,EL PASO ACADEMY WEST,071804,EL PASO ACADEMY,201 W REDD RD,EL PASO,"79,932","201 W REDD RD, EL PASO, TX 79932",137,09 10 11 12,31.86,-106.59,(915) 845-7997,www.elpacademy.com,110,-11865559.718765523,3744943.1876999913
105803002,KI CHARTER ACADEMY LIBERTY HILL,105803,KI CHARTER ACADEMY,12550 HWY 29,LIBERTY HILL,"78,642","12550 HWY 29, LIBERTY HILL, TX 78642",99,01 02 03 04 05 06 07 08 09 10 11 12,30.66,-97.89,(512) 528-2100,kicharter.org,111,-10897072.790645702,3588377.542475673
014804008,KINGSLAND SCHOOL,014804,ORENDA CHARTER SCHOOL,2112 W RANCH RD 1431,KINGSLAND,"78,639","2112 W RANCH RD 1431, KINGSLAND, TX 78639",125,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.66,-98.45,(325) 388-0020,www.kingslandschooltx.org,112,-10959105.039217113,3589012.910011795
227820051,KIPP 3D ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,500 TIDWELL DR,HOUSTON,"77,022","500 TIDWELL DR, HOUSTON, TX 77022",483,05 06 07 08,29.84,-95.37,(832) 230-0566,www.kipptexas.org,113,-10616453.50868939,3483567.5052532577
227820050,KIPP ACADEMY MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,10711 KIPP WAY ST,HOUSTON,"77,099","10711 KIPP WAY ST, HOUSTON, TX 77099",463,05 06 07 08,29.67,-95.57,(832) 328-1051,www.kipptexas.org,114,-10638289.917739501,3461323.3949613725
227820059,KIPP ACADEMY WEST MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,8500 HWY 6 S,HOUSTON,"77,083","8500 HWY 6 S, HOUSTON, TX 77083",455,05 06 07 08,29.69,-95.65,(832) 230-0573,www.kipptexas.org,115,-10647294.239655193,3463283.3674772047
227820102,KIPP ALEGRIA PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,8509 FM 969 BLDG 629,AUSTIN,"78,724","8509 FM 969 BLDG 629, AUSTIN, TX 78724",740,EE PK KG 01 02 03 04,30.27,-97.64,(512) 651-2168,www.kipptexas.org,116,-10869214.653928671,3538633.480598459
227820081,KIPP ASPIRE ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,239 STARK ST,SAN ANTONIO,"78,204","239 STARK ST, SAN ANTONIO, TX 78204",507,05 06 07 08,29.41,-98.51,(210) 735-7300,www.kipptexas.org,117,-10965619.539307954,3427916.6959897787
227820042,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,227820,KIPP TEXAS PUBLIC SCHOOLS,8509 FM 969 BLDG A,AUSTIN,"78,724","8509 FM 969 BLDG A, AUSTIN, TX 78724",456,05 06 07 08,30.27,-97.64,(512) 501-3640,www.kipptexas.org,118,-10869214.653928671,3538633.480598459
227820043,KIPP AUSTIN BEACON PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,5107 I-35 S,AUSTIN,"78,744","5107 I-35 S, AUSTIN, TX 78744",469,05 06 07 08,30.20,-97.76,(512) 651-1918,www.kipptexas.org,119,-10882465.959133467,3529787.5931705902
227820002,KIPP AUSTIN BRAVE,227820,KIPP TEXAS PUBLIC SCHOOLS,5107 I-35 S STE A,AUSTIN,"78,744","5107 I-35 S STE A, AUSTIN, TX 78744",721,09 10 11 12,30.27,-97.64,(512) 651-2225,www.kipptexas.org,120,-10869214.653928671,3538633.480598459
227820041,KIPP AUSTIN COLLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,8004 CAMERON RD,AUSTIN,"78,754","8004 CAMERON RD, AUSTIN, TX 78754",473,05 06 07 08,30.33,-97.68,(512) 501-4969,www.kipptexas.org,121,-10874231.794435656,3546683.779479382
227820001,KIPP AUSTIN COLLEGIATE,227820,KIPP TEXAS PUBLIC SCHOOLS,8004 CAMERON RD,AUSTIN,"78,754","8004 CAMERON RD, AUSTIN, TX 78754",802,09 10 11 12,30.33,-97.68,(512) 501-3586,www.kipptexas.org,122,-10874231.794435656,3546683.779479382
227820101,KIPP AUSTIN COMUNIDAD,227820,KIPP TEXAS PUBLIC SCHOOLS,8004 CAMERON RD,AUSTIN,"78,754","8004 CAMERON RD, AUSTIN, TX 78754",591,EE PK KG 01 02 03 04,30.33,-97.68,(512) 501-3911,www.kipptexas.org,123,-10874231.794435656,3546683.779479382
227820103,KIPP AUSTIN OBRAS,227820,KIPP TEXAS PUBLIC SCHOOLS,5107 IH-35 S STE A,AUSTIN,"78,744","5107 IH-35 S STE A, AUSTIN, TX 78744",469,EE PK KG 01 02 03 04,30.20,-97.76,(512) 651-2069,www.kipptexas.org,124,-10882465.959133467,3529787.5931705902
227820044,KIPP AUSTIN VISTA MIDDLE SCHOOLS,227820,KIPP TEXAS PUBLIC SCHOOLS,8509 FM 969 BLDG 676,AUSTIN,"78,724","8509 FM 969 BLDG 676, AUSTIN, TX 78724",307,05 06 07 08,30.27,-97.64,(512) 651-1921,www.kipptexas.org,125,-10869214.653928671,3538633.480598459
227820082,KIPP CAMINO ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,4343 W COMMERCE ST,SAN ANTONIO,"78,237","4343 W COMMERCE ST, SAN ANTONIO, TX 78237",503,05 06 07 08,29.43,-98.55,(210) 829-4200,www.kipptexas.org,126,-10970205.198789455,3430731.6397725707
227820216,KIPP CLIMB ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,8805 FERNDALE,HOUSTON,"77,017","8805 FERNDALE, HOUSTON, TX 77017",804,EE PK KG 01 02 03 04,29.67,-95.26,(832) 230-0578,www.kipptexas.org,127,-10604273.208305515,3460951.732600256
227820017,KIPP CONNECT H S,227820,KIPP TEXAS PUBLIC SCHOOLS,6700 BELLAIRE BLVD,HOUSTON,"77,074","6700 BELLAIRE BLVD, HOUSTON, TX 77074",583,09 10 11 12,29.71,-95.50,(281) 879-3023,www.kipptexas.org,128,-10631272.550773317,3465747.2154465
227820212,KIPP CONNECT HOUSTON PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,6700 BELLAIRE BLVD,HOUSTON,"77,074","6700 BELLAIRE BLVD, HOUSTON, TX 77074",899,EE PK KG 01 02 03 04,29.71,-95.50,(281) 879-3023,www.kipptexas.org,129,-10631272.550773317,3465747.2154465
227820056,KIPP CONNECT MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,6700 BELLAIRE BLVD,HOUSTON,"77,074","6700 BELLAIRE BLVD, HOUSTON, TX 77074",477,05 06 07 08,29.71,-95.50,(281) 879-3023,www.kipptexas.org,130,-10631272.550773317,3465747.2154465
227820301,KIPP DESTINY EL,227820,KIPP TEXAS PUBLIC SCHOOLS,3663 W CAMP WISDOM RD,DALLAS,"75,237","3663 W CAMP WISDOM RD, DALLAS, TX 75237",441,PK KG 01 02 03 04,32.66,-96.88,(972) 323-4220,www.kipptexas.org,131,-10784567.201809974,3850765.8378583235
227820072,KIPP DESTINY MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,3663 W CAMP WISDOM RD,DALLAS,"75,237","3663 W CAMP WISDOM RD, DALLAS, TX 75237",373,05 06 07 08,32.66,-96.88,(972) 323-4225,www.kipptexas.org,132,-10784567.201809974,3850765.8378583235
227820206,KIPP DREAM PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,500 TIDWELL DR,HOUSTON,"77,022","500 TIDWELL DR, HOUSTON, TX 77022",925,EE PK KG 01 02 03 04,29.84,-95.37,(832) 230-0566,www.kipptexas.org,133,-10616453.50868939,3483567.5052532577
227820018,KIPP EAST END H S,227820,KIPP TEXAS PUBLIC SCHOOLS,5402 LAWNDALE ST,HOUSTON,"77,023","5402 LAWNDALE ST, HOUSTON, TX 77023",321,09 10,29.73,-95.32,(281) 879-3100,www.kipptexas.org,134,-10611529.970063042,3468348.4852666715
227820402,KIPP ESPERANZA PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,239 STARK ST,SAN ANTONIO,"78,204","239 STARK ST, SAN ANTONIO, TX 78204",615,KG 01 02 03 04,29.41,-98.51,(210) 888-6601,www.kipptexas.org,135,-10965619.539307954,3427916.6959897787
227820209,KIPP EXPLORE ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,5402 LAWNDALE ST,HOUSTON,"77,023","5402 LAWNDALE ST, HOUSTON, TX 77023",843,EE PK KG 01 02 03 04,29.73,-95.32,(832) 230-0547,www.kipptexas.org,136,-10611195.467238354,3468624.696024534
227820014,KIPP GENERATIONS COLLEGIATE,227820,KIPP TEXAS PUBLIC SCHOOLS,500 TIDWELL RD,HOUSTON,"77,022","500 TIDWELL RD, HOUSTON, TX 77022",596,09 10 11 12,29.84,-95.37,(832) 230-0566,www.kipptexas.org,137,-10616453.50868939,3483567.5052532577
227820013,KIPP HOUSTON H S,227820,KIPP TEXAS PUBLIC SCHOOLS,10711 KIPP WAY ST,HOUSTON,"77,099","10711 KIPP WAY ST, HOUSTON, TX 77099",669,09 10 11 12,29.67,-95.57,(832) 328-1051,www.kipptexas.org,138,-10638289.917739501,3461323.3949613725
227820054,KIPP INTREPID PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,5402 LAWNDALE ST,HOUSTON,"77,023","5402 LAWNDALE ST, HOUSTON, TX 77023",480,05 06 07 08,29.73,-95.32,(281) 879-3100,www.kipptexas.org,139,-10611195.467238354,3468624.696024534
227820062,KIPP JOURNEY COLLEGIATE SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,14030 FLORENCE RD,SUGARLAND,"77,498","14030 FLORENCE RD, SUGARLAND, TX 77498",532,05 06 07 08 09 10 11 12,29.66,-95.63,(281) 900-0490,www.kipptexas.org,140,-10645809.14859242,3459885.507073639
227820218,KIPP JOURNEY PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,14030 FLORENCE RD,SUGARLAND,"77,498","14030 FLORENCE RD, SUGARLAND, TX 77498",765,EE PK KG 01 02 03,29.66,-95.63,(281) 879-3056,www.kipptexas.org,141,-10645809.14859242,3459885.507073639
227820211,KIPP LEGACY PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,9606 MESA DR,HOUSTON,"77,078","9606 MESA DR, HOUSTON, TX 77078",923,EE PK KG 01 02 03 04,29.85,-95.26,(832) 230-0567,www.kipptexas.org,142,-10604377.904286608,3484386.468648111
227820057,KIPP LIBERATION COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,5400 MLK JR BLVD,HOUSTON,"77,021","5400 MLK JR BLVD, HOUSTON, TX 77021",403,05 06 07 08,29.70,-95.34,(832) 230-0564,www.kipptexas.org,143,-10612670.292417688,3465318.9846029202
227820063,KIPP MOSAIC ACADEMY SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,12751 HILLCROFT AVE,HOUSTON,"77,085","12751 HILLCROFT AVE, HOUSTON, TX 77085",418,05 06 07,29.64,-95.49,(281) 879-3110,www.kipptexas.org,144,-10630222.182359597,3456812.012516646
227820219,KIPP MOSAIC PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,12751 HILLCROFT AVE,HOUSTON,"77,085","12751 HILLCROFT AVE, HOUSTON, TX 77085",530,EE KG 01 02,29.64,-95.50,(281) 879-3110,www.kipptexas.org,145,-10630465.827329095,3456812.012516646
227820061,KIPP NEXUS MIDDLE,227820,KIPP TEXAS PUBLIC SCHOOLS,4211 WATONGA BLVD,HOUSTON,"77,092","4211 WATONGA BLVD, HOUSTON, TX 77092",444,05 06 07 08,29.83,-95.46,(832) 230-0553,www.kipptexas.org,146,-10626529.870697271,3481637.5460221344
227820217,KIPP NEXUS PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4211 WATONGA BLVD,HOUSTON,"77,092","4211 WATONGA BLVD, HOUSTON, TX 77092",776,EE PK KG 01 02 03 04,29.83,-95.46,(832) 230-0553,www.kipptexas.org,147,-10626529.870697271,3481637.5460221344
227820015,KIPP NORTHEAST COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,9680 MESA DR,HOUSTON,"77,078","9680 MESA DR, HOUSTON, TX 77078",568,09 10 11 12,29.85,-95.26,(832) 230-0567,www.kipptexas.org,148,-10604557.681924654,3484629.0489533683
227820030,KIPP OAK CLIFF ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,3200 S LANCASTER STE 230A,DALLAS,"75,216","3200 S LANCASTER STE 230A, DALLAS, TX 75216",337,09 10 11 12,32.71,-96.80,(972) 323-4240,www.kipptexas.org,149,-10775693.090302663,3856949.9493523766
227820045,KIPP PASEO PREPARATORY SCHOOL,227820,KIPP TEXAS PUBLIC SCHOOLS,6800 METROPOLIS DR,AUSTIN,"78,744","6800 METROPOLIS DR, AUSTIN, TX 78744",208,05 06 07,30.21,-97.71,(512) 921-5707,www.kipptexas.org,150,-10876905.071894532,3530007.982414421
227820105,KIPP PASEO PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,6800 METROPOLIS DR,AUSTIN,"78,744","6800 METROPOLIS DR, AUSTIN, TX 78744",235,EE PK KG 01 02 03 04,30.21,-97.71,(512) 766-3095,www.kipptexas.org,151,-10876905.071894532,3530007.982414421
227820213,KIPP PEACE EL,227820,KIPP TEXAS PUBLIC SCHOOLS,5400 MLK JR BLVD,HOUSTON,"77,021","5400 MLK JR BLVD, HOUSTON, TX 77021",641,EE PK KG 01 02 03 04,29.70,-95.34,(832) 230-0564,www.kipptexas.org,152,-10612670.292417688,3465318.9846029202
227820073,KIPP PLEASANT GROVE LEADERSHIP ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,2200 N ST AUGUSTINE,DALLAS,"75,227","2200 N ST AUGUSTINE, DALLAS, TX 75227",417,06 07 08 09 10 11 12,32.75,-96.66,(972) 323-4235,www.kipptexas.org,153,-10759683.121136773,3862223.585467741
227820303,KIPP PLEASANT GROVE PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,2200 N ST AUGUSTINE,DALLAS,"75,227","2200 N ST AUGUSTINE, DALLAS, TX 75227",584,EE PK KG 01 02 03 04 05,32.75,-96.66,(972) 323-4230,www.kipptexas.org,154,-10759683.121136773,3862223.585467741
227820083,KIPP PODER ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,128 S AUDUBON RD,SAN ANTONIO,"78,212","128 S AUDUBON RD, SAN ANTONIO, TX 78212",324,05 06 07 08,29.48,-98.50,(210) 888-6513,www.kipptexas.org,155,-10964639.538170755,3436446.4403225644
227820053,KIPP POLARIS ACADEMY FOR BOYS,227820,KIPP TEXAS PUBLIC SCHOOLS,9636 MESA DR,HOUSTON,"77,078","9636 MESA DR, HOUSTON, TX 77078",333,05 06 07 08,29.85,-95.26,(832) 230-0567,www.kipptexas.org,156,-10604556.784689559,3484520.30823403
227820060,KIPP PRIME COLLEGE PREPARATORY,227820,KIPP TEXAS PUBLIC SCHOOLS,8805 FERNDALE,HOUSTON,"77,017","8805 FERNDALE, HOUSTON, TX 77017",438,05 06 07 08,29.67,-95.26,(832) 230-0578,www.kipptexas.org,157,-10604273.208305515,3460951.732600256
227820207,KIPP SHARP PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,8430 WESTGLEN,HOUSTON,"77,063","8430 WESTGLEN, HOUSTON, TX 77063",908,EE PK KG 01 02 03 04,29.73,-95.51,(281) 879-3000,www.kipptexas.org,158,-10632436.427219015,3468250.165508088
227820052,KIPP SHARPSTOWN COLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,8440 WESTPARK DR,HOUSTON,"77,063","8440 WESTPARK DR, HOUSTON, TX 77063",462,05 06 07 08,29.72,-95.51,(281) 879-3005,www.kipptexas.org,159,-10632436.427219015,3467969.823725544
227820205,KIPP SHINE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,10711 KIPP WAY,HOUSTON,"77,099","10711 KIPP WAY, HOUSTON, TX 77099",861,EE PK KG 01 02 03 04,29.67,-95.57,(832) 230-0548,www.kipptexas.org,160,-10638289.917739501,3461323.3949613725
227820021,KIPP SOMOS H S,227820,KIPP TEXAS PUBLIC SCHOOLS,735 FREDERICKSBURG RD,SAN ANTONIO,"78,201","735 FREDERICKSBURG RD, SAN ANTONIO, TX 78201",328,09 10 11 12,29.45,-98.51,(210) 544-2791,www.kipptexas.org,161,-10966317.620495133,3433067.699691947
227820058,KIPP SPIRIT COLLEGE PREP,227820,KIPP TEXAS PUBLIC SCHOOLS,11000 SCOTT ST,HOUSTON,"77,047","11000 SCOTT ST, HOUSTON, TX 77047",469,05 06 07 08,29.64,-95.37,(832) 230-0562,www.kipptexas.org,162,-10616360.177315114,3457114.293053729
227820016,KIPP SUNNYSIDE H S,227820,KIPP TEXAS PUBLIC SCHOOLS,11000 SCOTT ST,HOUSTON,"77,047","11000 SCOTT ST, HOUSTON, TX 77047",581,09 10 11 12,29.64,-95.37,(832) 230-0562,www.kipptexas.org,163,-10616360.177315114,3457114.293053729
227820071,KIPP TRUTH ACADEMY,227820,KIPP TEXAS PUBLIC SCHOOLS,1545 S EWING AVE,DALLAS,"75,216","1545 S EWING AVE, DALLAS, TX 75216",463,05 06 07 08,32.73,-96.81,(972) 323-4215,www.kipptexas.org,164,-10777158.333100228,3859275.632409502
227820302,KIPP TRUTH EL,227820,KIPP TEXAS PUBLIC SCHOOLS,1545 S EWING AVE,DALLAS,"75,216","1545 S EWING AVE, DALLAS, TX 75216",498,PK KG 01 02 03 04,32.73,-96.81,(972) 323-4210,www.kipptexas.org,165,-10777158.333100228,3859275.632409502
227820401,KIPP UN MUNDO PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,4343 W COMMERCE ST,SAN ANTONIO,"78,237","4343 W COMMERCE ST, SAN ANTONIO, TX 78237",546,PK KG 01 02 03 04,29.43,-98.55,(210) 824-1905,www.kipptexas.org,166,-10970205.198789455,3430731.6397725707
227820215,KIPP UNITY PRI,227820,KIPP TEXAS PUBLIC SCHOOLS,8500 HWY 6 S,HOUSTON,"77,083","8500 HWY 6 S, HOUSTON, TX 77083",872,EE PK KG 01 02 03 04,29.69,-95.65,(832) 230-0572,www.kipptexas.org,167,-10647294.239655193,3463283.3674772047
227820020,KIPP UNIVERSITY PREP H S,227820,KIPP TEXAS PUBLIC SCHOOLS,239 STARK ST,SAN ANTONIO,"78,204","239 STARK ST, SAN ANTONIO, TX 78204",794,09 10 11 12,29.41,-98.51,(210) 290-8720,www.kipptexas.org,168,-10965619.539307954,3427916.6959897787
227820055,KIPP VOYAGE ACADEMY FOR GIRLS,227820,KIPP TEXAS PUBLIC SCHOOLS,9616 MESA DR,HOUSTON,"77,078","9616 MESA DR, HOUSTON, TX 77078",348,05 06 07 08,29.85,-95.26,(832) 230-0567,www.kipptexas.org,169,-10604376.902411193,3484415.34701507
